country,country_code,year,IP.PAT.RESD,indicator,indicator_code
Chile,CHL,2012,336,"Patent applications, residents",IP.PAT.RESD
Chile,CHL,2011,339,"Patent applications, residents",IP.PAT.RESD
Chile,CHL,2010,328,"Patent applications, residents",IP.PAT.RESD
China,CHN,2021,1426644,"Patent applications, residents",IP.PAT.RESD
China,CHN,2020,1344817,"Patent applications, residents",IP.PAT.RESD
China,CHN,2019,1243568,"Patent applications, residents",IP.PAT.RESD
China,CHN,2018,1393815,"Patent applications, residents",IP.PAT.RESD
China,CHN,2017,1245709,"Patent applications, residents",IP.PAT.RESD
China,CHN,2016,1204981,"Patent applications, residents",IP.PAT.RESD
China,CHN,2015,968252,"Patent applications, residents",IP.PAT.RESD
China,CHN,2014,801135,"Patent applications, residents",IP.PAT.RESD
China,CHN,2013,704936,"Patent applications, residents",IP.PAT.RESD
China,CHN,2012,535313,"Patent applications, residents",IP.PAT.RESD
China,CHN,2011,415829,"Patent applications, residents",IP.PAT.RESD
China,CHN,2010,293066,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2021,432,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2020,369,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2019,422,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2018,415,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2017,595,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2016,545,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2015,321,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2014,260,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2013,251,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2012,213,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2011,183,"Patent applications, residents",IP.PAT.RESD
Colombia,COL,2010,133,"Patent applications, residents",IP.PAT.RESD
"Congo, Dem. Rep.",COD,2020,72,"Patent applications, residents",IP.PAT.RESD
"Congo, Dem. Rep.",COD,2019,42,"Patent applications, residents",IP.PAT.RESD
"Congo, Dem. Rep.",COD,2018,44,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2021,15,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2020,12,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2019,16,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2018,8,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2017,19,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2016,9,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2015,17,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2014,15,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2013,18,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2012,9,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2011,13,"Patent applications, residents",IP.PAT.RESD
Costa Rica,CRI,2010,8,"Patent applications, residents",IP.PAT.RESD
Cote d'Ivoire,CIV,2012,26,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2021,77,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2020,117,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2019,195,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2018,121,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2017,148,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2016,175,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2015,169,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2014,170,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2013,230,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2012,217,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2011,230,"Patent applications, residents",IP.PAT.RESD
Croatia,HRV,2010,257,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2021,21,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2020,33,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2019,27,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2018,29,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2017,29,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2016,32,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2014,24,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2013,27,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2012,38,"Patent applications, residents",IP.PAT.RESD
Cuba,CUB,2011,62,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2021,1,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2020,2,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2019,4,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2018,4,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2017,8,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2016,3,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2015,6,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2014,4,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2013,2,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2012,4,"Patent applications, residents",IP.PAT.RESD
Cyprus,CYP,2010,4,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2021,541,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2020,673,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2019,765,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2018,678,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2017,794,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2016,792,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2015,880,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2014,910,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2013,984,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2012,867,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2011,783,"Patent applications, residents",IP.PAT.RESD
Czechia,CZE,2010,868,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2021,1090,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2020,1261,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2019,1351,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2018,1262,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2017,1490,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2016,1552,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2015,1462,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2014,1377,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2013,1341,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2012,1406,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2011,1574,"Patent applications, residents",IP.PAT.RESD
Denmark,DNK,2010,1626,"Patent applications, residents",IP.PAT.RESD
Djibouti,DJI,2021,3,"Patent applications, residents",IP.PAT.RESD
Djibouti,DJI,2013,1,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2021,7,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2020,10,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2019,23,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2018,17,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2017,20,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2016,28,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2015,25,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2014,16,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2013,12,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2012,19,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2011,15,"Patent applications, residents",IP.PAT.RESD
Dominican Republic,DOM,2010,15,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2021,35,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2020,33,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2019,29,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2018,34,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2017,16,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2016,45,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2015,20,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2014,24,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2013,7,"Patent applications, residents",IP.PAT.RESD
Ecuador,ECU,2010,4,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2021,881,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2020,978,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2019,1027,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2018,997,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2017,1025,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2016,920,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2015,718,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2014,752,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2013,641,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2012,683,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2011,618,"Patent applications, residents",IP.PAT.RESD
"Egypt, Arab Rep.",EGY,2010,605,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2021,2,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2020,4,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2019,1,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2018,3,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2017,4,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2016,4,"Patent applications, residents",IP.PAT.RESD
El Salvador,SLV,2015,7,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2021,25,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2020,21,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2019,31,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2018,24,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2017,37,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2016,29,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2015,30,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2014,44,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2013,25,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2012,20,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2011,62,"Patent applications, residents",IP.PAT.RESD
Estonia,EST,2010,84,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2020,6,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2018,13,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2017,14,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2016,10,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2015,18,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2014,2,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2013,1,"Patent applications, residents",IP.PAT.RESD
Ethiopia,ETH,2011,4,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2021,1557,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2020,1588,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2019,1321,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2018,1387,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2017,1390,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2016,1260,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2015,1289,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2014,1419,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2013,1596,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2012,1698,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2011,1650,"Patent applications, residents",IP.PAT.RESD
Finland,FIN,2010,1731,"Patent applications, residents",IP.PAT.RESD
France,FRA,2021,13386,"Patent applications, residents",IP.PAT.RESD
France,FRA,2020,12771,"Patent applications, residents",IP.PAT.RESD
France,FRA,2019,14103,"Patent applications, residents",IP.PAT.RESD
France,FRA,2018,14303,"Patent applications, residents",IP.PAT.RESD
France,FRA,2017,14415,"Patent applications, residents",IP.PAT.RESD
France,FRA,2016,14206,"Patent applications, residents",IP.PAT.RESD
France,FRA,2015,14306,"Patent applications, residents",IP.PAT.RESD
France,FRA,2014,14500,"Patent applications, residents",IP.PAT.RESD
France,FRA,2013,14690,"Patent applications, residents",IP.PAT.RESD
France,FRA,2012,14540,"Patent applications, residents",IP.PAT.RESD
France,FRA,2011,14655,"Patent applications, residents",IP.PAT.RESD
France,FRA,2010,14748,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2021,90,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2020,81,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2019,85,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2018,103,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2017,75,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2016,96,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2015,99,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2014,110,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2013,114,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2012,139,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2011,138,"Patent applications, residents",IP.PAT.RESD
Georgia,GEO,2010,183,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2021,39822,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2020,42260,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2019,46632,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2018,46617,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2017,47785,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2016,48480,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2015,47384,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2014,48154,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2013,47353,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2012,46620,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2011,46986,"Patent applications, residents",IP.PAT.RESD
Germany,DEU,2010,47047,"Patent applications, residents",IP.PAT.RESD
Ghana,GHA,2020,12,"Patent applications, residents",IP.PAT.RESD
Ghana,GHA,2018,13,"Patent applications, residents",IP.PAT.RESD
Ghana,GHA,2017,15,"Patent applications, residents",IP.PAT.RESD
Ghana,GHA,2016,14,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2021,394,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2020,400,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2019,356,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2018,430,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2017,498,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2016,606,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2015,550,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2014,651,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2013,698,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2012,628,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2011,722,"Patent applications, residents",IP.PAT.RESD
Greece,GRC,2010,728,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2021,9,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2020,7,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2019,7,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2018,6,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2017,3,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2016,3,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2015,7,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2014,10,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2013,4,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2012,7,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2011,4,"Patent applications, residents",IP.PAT.RESD
Guatemala,GTM,2010,7,"Patent applications, residents",IP.PAT.RESD
Guyana,GUY,2021,40,"Patent applications, residents",IP.PAT.RESD
Guyana,GUY,2018,2,"Patent applications, residents",IP.PAT.RESD
Guyana,GUY,2016,1,"Patent applications, residents",IP.PAT.RESD
Guyana,GUY,2014,1,"Patent applications, residents",IP.PAT.RESD
Haiti,HTI,2014,2,"Patent applications, residents",IP.PAT.RESD
Haiti,HTI,2012,2,"Patent applications, residents",IP.PAT.RESD
Haiti,HTI,2011,1,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2018,8,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2017,4,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2016,10,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2015,4,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2013,6,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2012,8,"Patent applications, residents",IP.PAT.RESD
Honduras,HND,2011,2,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2021,401,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2020,423,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2019,346,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2018,314,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2017,324,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2016,233,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2015,239,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2014,192,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2013,226,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2012,171,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2011,181,"Patent applications, residents",IP.PAT.RESD
"Hong Kong SAR, China",HKG,2010,133,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2021,433,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2020,428,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2019,427,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2018,407,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2017,496,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2016,616,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2015,569,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2014,546,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2013,642,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2012,692,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2011,662,"Patent applications, residents",IP.PAT.RESD
Hungary,HUN,2010,649,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2021,34,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2020,44,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2019,47,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2018,56,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2017,36,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2016,35,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2015,40,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2014,51,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2013,33,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2012,37,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2011,50,"Patent applications, residents",IP.PAT.RESD
Iceland,ISL,2010,57,"Patent applications, residents",IP.PAT.RESD
India,IND,2021,26267,"Patent applications, residents",IP.PAT.RESD
India,IND,2020,23141,"Patent applications, residents",IP.PAT.RESD
India,IND,2019,19454,"Patent applications, residents",IP.PAT.RESD
India,IND,2018,16289,"Patent applications, residents",IP.PAT.RESD
India,IND,2017,14961,"Patent applications, residents",IP.PAT.RESD
India,IND,2016,13199,"Patent applications, residents",IP.PAT.RESD
India,IND,2015,12579,"Patent applications, residents",IP.PAT.RESD
India,IND,2014,12040,"Patent applications, residents",IP.PAT.RESD
India,IND,2013,10669,"Patent applications, residents",IP.PAT.RESD
India,IND,2012,9553,"Patent applications, residents",IP.PAT.RESD
India,IND,2011,8841,"Patent applications, residents",IP.PAT.RESD
India,IND,2010,8853,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2021,1397,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2020,1309,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2019,3093,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2018,1407,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2017,2271,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2016,1101,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2015,1058,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2014,702,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2013,663,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2011,533,"Patent applications, residents",IP.PAT.RESD
Indonesia,IDN,2010,508,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2021,10210,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2020,11396,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2019,11569,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2018,11908,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2017,15264,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2016,14930,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2014,13683,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2013,11305,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2012,10622,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2011,11529,"Patent applications, residents",IP.PAT.RESD
"Iran, Islamic Rep.",IRN,2010,11108,"Patent applications, residents",IP.PAT.RESD
Iraq,IRQ,2020,635,"Patent applications, residents",IP.PAT.RESD
Iraq,IRQ,2019,737,"Patent applications, residents",IP.PAT.RESD
Iraq,IRQ,2018,653,"Patent applications, residents",IP.PAT.RESD
Iraq,IRQ,2017,613,"Patent applications, residents",IP.PAT.RESD
Iraq,IRQ,2015,335,"Patent applications, residents",IP.PAT.RESD
Ireland,IRL,2021,75,"Patent applications, residents",IP.PAT.RESD
Ireland,IRL,2020,75,"Patent applications, residents",IP.PAT.RESD
Ireland,IRL,2019,58,"Patent applications, residents",IP.PAT.RESD
Ireland,IRL,2018,76,"Patent applications, residents",IP.PAT.RESD
Ireland,IRL,2017,62,"Patent applications, residents",IP.PAT.RESD
Ireland,IRL,2016,79,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2021,1592,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2020,1642,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2019,1368,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2018,1506,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2017,1436,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2016,1300,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2015,1285,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2014,1125,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2013,1201,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2012,1319,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2011,1360,"Patent applications, residents",IP.PAT.RESD
Israel,ISR,2010,1450,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2021,10281,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2020,10061,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2019,9229,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2018,8921,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2017,8643,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2016,8848,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2014,8601,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2013,8307,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2012,8439,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2011,8794,"Patent applications, residents",IP.PAT.RESD
Italy,ITA,2010,8877,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2021,16,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2020,10,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2019,14,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2018,26,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2017,11,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2016,19,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2015,7,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2014,33,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2013,22,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2012,25,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2011,20,"Patent applications, residents",IP.PAT.RESD
Jamaica,JAM,2010,14,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2021,222452,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2020,227348,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2019,245372,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2018,253630,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2017,260292,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2016,260244,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2015,258839,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2014,265959,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2013,271731,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2012,287013,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2011,287580,"Patent applications, residents",IP.PAT.RESD
Japan,JPN,2010,290081,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2021,25,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2020,36,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2019,21,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2018,24,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2017,26,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2016,22,"Patent applications, residents",IP.PAT.RESD
Jordan,JOR,2015,41,"Patent applications, residents",IP.PAT.RESD
